,Buffett,CAPE,M2_YoY,VIX,CI_Loans_YoY,FedBalanceSheet_YoY,RRP_YoY,HY_Spread,IG_Spread,VolTerm,Pressure_raw,Trigger_raw,Buffett_z,CAPE_z,M2_YoY_z,VIX_z,CI_Loans_z,FedBalanceSheet_z,RRP_z,HY_Spread_z,IG_Spread_z,VolTerm_z,Pressure_z,Trigger_z,Composite,Composite_real_time,SP500,SPX_Drawdown
2006-08-31,94.7857,25.0514,5.3501,12.3100,15.7298,3.3633,0.0000,4.3900,1.7117,0.9326,45.1890,-1.9984,0.3960,-0.1478,0.2285,-1.1317,1.7242,-3.7294,0.0000,0.0000,-0.6427,-0.1361,0.6575,0.5505,1.1241,1.0070,1303.8199,-0.1409
2006-09-30,96.1869,25.6442,5.0748,11.9800,13.7043,3.1805,0.0000,4.3900,1.7110,0.8953,45.1785,-1.8913,0.4537,-0.0714,0.1116,-1.1769,1.4243,-3.9041,0.0000,0.0000,-0.6420,-0.2098,0.6022,0.5882,1.1504,0.9459,1335.8500,-0.1198
2006-10-31,100.0142,26.5380,5.2798,11.1000,14.7506,4.0951,0.0000,4.3900,1.6968,0.9105,47.1010,-1.9254,0.6132,0.0438,0.1982,-1.3065,1.5608,-2.2610,0.0000,0.0000,-0.6669,-0.1786,0.7393,0.3605,0.9595,0.9848,1377.9399,-0.0921
2006-11-30,102.1374,26.9280,5.9192,10.9100,14.2943,2.5881,0.0000,4.3900,1.6086,0.9260,47.7866,-1.7847,0.7004,0.0940,0.4690,-1.3276,1.4847,-4.0000,0.0000,0.0000,-0.8330,-0.1469,0.7597,0.5541,1.2286,0.7607,1400.6300,-0.0771
2006-12-31,100.8836,27.2827,6.0049,11.5600,13.2569,2.6292,0.0000,4.3900,1.6540,0.8463,47.1411,-1.9005,0.6453,0.1396,0.5041,-1.2190,1.3291,-4.0000,0.0000,0.0000,-0.7431,-0.3049,0.7046,0.5238,1.1445,1.0350,1418.3000,-0.0655
2007-01-31,104.2191,27.2075,5.9200,10.4200,13.1434,4.0781,0.0000,4.3900,1.5805,0.8972,48.1900,-1.9358,0.7836,0.1295,0.4665,-1.3874,1.3048,-2.0193,0.0000,0.0000,-0.8808,-0.2020,0.7393,0.2653,0.8580,1.0503,1438.2400,-0.0523
2007-02-28,101.3969,27.3152,5.6797,15.4200,14.1229,4.5336,0.0000,4.3900,1.5532,0.9259,47.6116,-2.6806,0.6618,0.1432,0.3627,-0.6069,1.4330,-1.2940,0.0000,0.0000,-0.9294,-0.1441,0.7460,0.0664,0.6255,0.6041,1406.8199,-0.0730
2007-03-31,100.9271,26.2276,6.3753,14.6400,13.6093,4.3336,0.0000,4.3900,1.7032,1.0101,46.9213,-2.6065,0.6398,0.0013,0.6589,-0.7260,1.3518,-1.5954,0.0000,0.0000,-0.6386,0.0242,0.6643,0.1497,0.6400,0.5912,1420.8600,-0.0638
2007-04-30,105.2696,26.9763,6.2644,14.2200,12.6399,4.1576,0.0000,4.3900,1.6990,0.9591,48.2953,-2.5134,0.8212,0.0990,0.6093,-0.7887,1.2086,-1.8521,0.0000,0.0000,-0.6446,-0.0774,0.7096,0.1871,0.7328,0.5419,1482.3700,-0.0233
2007-05-31,108.7548,27.5485,6.4859,13.0500,12.7493,2.9834,0.0000,4.3900,1.6391,0.9718,49.6842,-2.2169,0.9652,0.1736,0.7022,-0.9672,1.2171,-3.5648,0.0000,0.0000,-0.7575,-0.0517,0.7853,0.4315,1.1069,0.6491,1530.6200,0.0000
2007-06-30,105.5400,27.4183,6.1966,16.2300,12.9772,2.4477,0.0000,4.3900,1.5943,0.9693,48.6452,-2.5601,0.8253,0.1561,0.5759,-0.4690,1.2419,-4.0000,0.0000,0.0000,-0.8408,-0.0566,0.7411,0.4280,1.0851,0.8369,1503.3500,-0.0178
2007-07-31,102.1547,27.4101,6.1505,23.5200,13.6520,2.6544,0.0000,4.3900,1.6481,0.9891,47.7389,-3.6140,0.6790,0.1547,0.5544,0.6701,1.3282,-3.7535,0.0000,0.0000,-0.7342,-0.0169,0.7206,0.2540,0.8560,0.7993,1455.2700,-0.0492
2007-08-31,103.1044,26.1486,7.1362,23.3800,14.6919,2.5793,0.0000,4.3900,1.9774,1.0864,47.9816,-3.6631,0.7170,-0.0117,0.9758,0.6462,1.4633,-3.7284,0.0000,0.0000,-0.0969,0.1769,0.7229,0.3123,0.8634,0.8387,1473.9900,-0.0370
2007-09-30,105.2552,26.7257,6.5224,18.0000,18.5966,4.6977,0.0000,4.3900,2.0705,1.0167,50.1925,-3.1061,0.8058,0.0644,0.7084,-0.1978,1.9861,-0.8209,0.0000,0.0000,0.0835,0.0374,0.9521,0.0616,0.6725,0.9014,1526.7500,-0.0025
2007-10-31,108.0116,27.3206,6.1907,18.5300,17.3811,3.2552,0.0000,4.3900,1.9513,0.9533,50.9045,-2.9545,0.9198,0.1429,0.5633,-0.1142,1.8004,-2.7466,0.0000,0.0000,-0.1479,-0.0890,0.9544,0.2944,1.0044,0.5151,1549.3800,0.0000
2007-11-30,102.3611,25.7291,5.8923,22.8700,20.0821,2.6552,0.0000,4.3900,2.2433,1.0052,49.3908,-3.3970,0.6762,-0.0683,0.4329,0.5683,2.1459,-3.4544,0.0000,0.0000,0.4198,0.0147,0.9179,0.4125,1.0807,0.8023,1481.1400,-0.0440
2007-12-31,100.5088,25.9555,5.4664,22.5000,20.5194,2.3764,0.0000,4.3900,2.5480,0.9361,48.9946,-3.2098,0.5952,-0.0380,0.2476,0.5085,2.1777,-3.6965,0.0000,0.0000,1.0098,-0.1229,0.9116,0.5468,1.2034,1.0139,1468.3600,-0.0523
2008-01-31,94.0959,24.0223,6.3179,26.2000,21.1397,3.9890,0.0000,4.3900,2.7967,1.0286,46.4193,-4.0417,0.3198,-0.2952,0.6159,1.0883,2.2320,-1.6182,0.0000,0.0000,1.4845,0.0617,0.7522,0.2086,0.6047,1.0981,1378.5500,-0.1103
2008-02-29,91.4706,23.4953,6.7374,26.5400,19.8197,1.8710,0.0000,4.3900,3.0860,1.0011,44.9285,-3.8102,0.2067,-0.3647,0.7957,1.1364,2.0314,-4.0000,0.0000,0.0000,2.0246,0.0068,0.6244,0.5856,0.9460,0.5650,1330.6300,-0.1412
2008-03-31,90.9576,22.6068,6.4396,25.6100,21.2528,2.7779,0.0000,4.3900,3.3825,1.0069,44.9391,-3.7212,0.1842,-0.4824,0.6639,0.9852,2.1945,-2.9655,0.0000,0.0000,2.5548,0.0183,0.6321,0.5556,0.8674,0.9869,1322.7000,-0.1463
2008-04-30,94.6776,23.3560,6.4868,20.7900,20.5286,-0.3060,0.0000,4.3900,3.2923,0.9586,46.1874,-2.6186,0.3437,-0.3810,0.6823,0.2233,2.0744,-4.0000,0.0000,0.0000,2.3487,-0.0781,0.6790,0.7664,1.1796,0.8431,1385.5900,-0.1057
2008-05-31,97.0904,23.6964,6.6485,17.8300,19.7218,3.0865,0.0000,4.3900,3.0490,0.8881,46.8362,-2.7483,0.4467,-0.3344,0.7504,-0.2447,1.9480,-2.3189,0.0000,0.0000,1.8707,-0.2180,0.6867,0.4951,0.8678,1.0564,1400.3800,-0.0962
2008-06-30,88.2605,22.4168,5.6516,23.9500,18.9339,3.1913,0.0000,4.3900,2.9743,0.9549,43.2037,-3.4962,0.0647,-0.5054,0.3139,0.7237,1.8278,-2.1766,0.0000,0.0000,1.7155,-0.0841,0.4624,0.3958,0.6201,0.5374,1280.0000,-0.1739
2008-07-31,84.9221,20.9072,6.3492,22.9400,18.1770,5.5574,0.0000,4.3900,3.1518,1.0183,41.3354,-3.7552,-0.0799,-0.7067,0.6176,0.5618,1.7148,0.3989,0.0000,0.0000,2.0253,0.0426,0.3094,0.0700,0.0539,0.5908,1267.3800,-0.1820
2008-08-31,87.4602,21.4016,4.8609,20.6500,14.4857,4.2514,0.0000,4.3900,3.2629,0.9382,41.1158,-3.0245,0.0303,-0.6380,-0.0350,0.1972,1.2304,-1.0214,0.0000,0.0000,2.2038,-0.1172,0.2075,0.4208,0.4566,0.0701,1282.8300,-0.1720
2008-09-30,82.5978,20.3627,6.9897,39.3900,13.5187,36.1754,0.0000,4.3900,3.6257,1.0875,38.8264,-10.4931,-0.1809,-0.7758,0.8971,3.1105,1.1001,4.0000,0.0000,0.0000,2.8180,0.1807,0.0478,-0.7156,-1.1342,0.0075,1166.3600,-0.2472
2008-10-31,64.3806,16.3874,7.2095,59.8900,15.2514,122.9024,0.0000,4.3900,5.0543,1.2925,32.0065,-25.6093,-0.9715,-1.3061,0.9896,4.0000,1.3165,4.0000,0.0000,0.0000,4.0000,0.5882,-0.3204,-0.6288,-1.3999,-1.1410,968.7500,-0.3747
2008-11-30,59.7424,15.2597,7.4997,55.2800,12.1580,139.4901,0.0000,4.3900,5.6700,1.0917,29.0534,-27.3026,-1.1680,-1.4489,1.1119,4.0000,0.9137,4.0000,0.0000,0.0000,4.0000,0.1859,-0.5677,-0.7037,-1.6886,-1.4164,896.2400,-0.4215
2008-12-31,63.6947,15.3761,9.9782,40.0000,7.2335,142.8420,0.0000,4.3900,6.0136,1.0009,28.7681,-25.9165,-0.9917,-1.4242,2.1746,2.7310,0.2774,4.0000,0.0000,0.0000,4.0000,0.0042,-0.7128,-0.7002,-1.8345,-1.4481,903.2500,-0.4170
2009-01-31,56.5339,15.1747,10.2387,44.8400,6.8537,114.0574,0.0000,4.3900,5.6260,0.9640,26.1874,-22.5937,-1.2965,-1.4419,2.2589,3.3035,0.2278,4.0000,0.0000,0.0000,4.0000,-0.0694,-0.8369,-0.8045,-2.0613,-2.0072,825.8800,-0.4670
2009-02-28,51.0002,14.1222,9.2631,46.3500,4.9983,114.3725,0.0000,4.3900,5.2147,1.0195,23.3736,-22.7659,-1.5267,-1.5717,1.8208,3.4113,-0.0126,4.0000,0.0000,0.0000,4.0000,0.0415,-1.0370,-0.7415,-2.1014,-2.1531,735.0900,-0.5256
2009-03-31,56.9333,13.3237,8.7814,44.1400,2.0053,131.7267,0.0000,4.3900,5.6000,1.0246,24.0874,-24.8048,-1.2624,-1.6654,1.6017,3.0565,-0.4003,4.0000,0.0000,0.0000,4.0000,0.0515,-1.1094,-0.6581,-2.0224,-2.0999,797.8700,-0.4850
2009-04-30,61.6117,14.9819,9.0366,36.5000,0.0077,132.7035,0.0000,4.3900,5.4605,0.9765,25.5337,-23.9162,-1.0550,-1.4353,1.6974,2.0581,-0.6583,4.0000,0.0000,0.0000,4.0000,-0.0445,-1.0495,-0.5429,-1.8340,-1.9177,872.8100,-0.4367
2009-05-31,65.3353,15.9964,9.2972,28.9200,-1.7876,130.0875,0.0000,4.3900,4.7705,0.9763,26.5147,-22.5954,-0.8903,-1.2933,1.7930,1.0915,-0.8888,4.0000,0.0000,0.0000,3.1987,-0.0448,-1.0242,-0.5330,-1.7475,-1.9092,919.1400,-0.4068
2009-06-30,65.9476,16.3842,8.7279,26.3500,-4.5714,126.9006,0.0000,4.3900,3.7732,0.9415,25.9201,-21.8391,-0.8607,-1.2355,1.5404,0.7632,-1.2450,4.0000,0.0000,0.0000,1.9463,-0.1138,-1.1137,-0.6387,-1.8354,-2.0467,919.3200,-0.4067
2009-07-31,71.3627,16.6946,8.5809,25.9200,-8.5306,117.7762,0.0000,4.3900,3.5255,0.8983,26.5089,-20.4948,-0.6241,-1.1884,1.4686,0.7064,-1.7458,4.0000,0.0000,0.0000,1.6295,-0.1995,-1.1861,-0.6779,-1.8859,-2.0274,987.4800,-0.3627
2009-08-31,73.0478,18.0941,8.1621,26.0100,-10.2928,128.0157,0.0000,4.3900,2.9890,0.9040,26.9497,-21.9864,-0.5494,-0.9990,1.2846,0.7157,-1.9548,4.0000,0.0000,0.0000,0.9685,-0.1872,-1.1677,-0.7456,-1.8848,-2.0670,1020.6200,-0.3413
2009-09-30,75.0378,18.8319,6.2332,25.6100,-15.1284,42.3561,0.0000,4.3900,2.9110,0.9158,26.2471,-9.4261,-0.4617,-0.8979,0.4690,0.6629,-2.5390,1.2416,0.0000,0.0000,0.8697,-0.1630,-1.2995,-0.2381,-1.2601,-2.0245,1057.0800,-0.3177
2009-10-31,74.0594,19.3580,6.4083,30.6900,-17.8137,9.7736,0.0000,4.3900,2.9068,0.9418,25.2013,-5.5191,-0.5031,-0.8254,0.5416,1.3026,-2.8286,-0.0427,0.0000,0.0000,0.8616,-0.1106,-1.3857,-0.1501,-1.1867,-1.4941,1036.1899,-0.3312
2009-11-30,77.5579,19.8128,5.1936,24.5100,-18.3493,4.7596,0.0000,4.3900,2.9170,0.9255,26.3405,-3.7472,-0.3497,-0.7626,0.0271,0.5155,-2.8428,-0.2402,0.0000,0.0000,0.8711,-0.1427,-1.3184,0.0609,-0.8549,-1.1806,1095.6300,-0.2929
2009-12-31,78.4966,20.3224,3.2220,21.6800,-18.2728,-0.2407,0.0000,4.3900,2.7777,0.8756,26.8487,-2.3740,-0.3080,-0.6930,-0.8069,0.1549,-2.7836,-0.4371,0.0000,0.0000,0.6981,-0.2415,-1.2615,0.2208,-0.5687,-0.9456,1115.1000,-0.2803
2010-01-31,76.4756,20.5279,2.2110,24.6200,-20.0871,16.5952,0.0000,4.3900,2.5147,0.9024,25.6388,-5.0884,-0.3956,-0.6638,-1.2301,0.5286,-2.9469,0.2298,0.0000,0.0000,0.3742,-0.1872,-1.3354,0.0941,-0.7270,-0.7664,1073.8700,-0.3069
2010-02-28,78.6569,19.9205,2.6394,19.5000,-20.1251,19.3105,0.0000,4.3900,2.6505,0.9473,26.1508,-4.7803,-0.2992,-0.7423,-1.0441,-0.1253,-2.8962,0.3369,0.0000,0.0000,0.5399,-0.0970,-1.3126,0.1822,-0.6290,-0.6862,1104.4900,-0.2871
2010-03-31,82.3020,21.0046,1.7680,17.5900,-19.4361,10.9774,0.0000,4.3900,2.5474,0.8755,27.9568,-3.2175,-0.1388,-0.5963,-1.4054,-0.3690,-2.7663,0.0054,0.0000,0.0000,0.4119,-0.2396,-1.1671,0.2773,-0.3823,-0.6940,1169.4301,-0.2452
2010-04-30,85.3214,21.8048,1.9955,22.0500,-19.0701,12.7623,0.0000,4.3900,2.4062,0.8741,29.3521,-4.1625,-0.0059,-0.4885,-1.3021,0.2025,-2.6795,0.0764,0.0000,0.0000,0.2371,-0.2414,-1.0579,0.1456,-0.4486,-0.5878,1186.6899,-0.2341
2010-05-31,77.3628,20.4801,1.8469,32.0700,-18.4277,12.2073,0.0000,4.3900,2.6310,1.0179,26.4717,-5.4407,-0.3562,-0.6635,-1.3574,1.4805,-2.5665,0.0541,0.0000,0.0000,0.5138,0.0460,-1.1954,0.0547,-0.6689,-0.7010,1089.4100,-0.2969
2010-06-30,71.8408,19.7420,2.2584,34.5400,-16.3999,16.2156,0.0000,4.3900,3.0264,0.9546,25.0610,-6.3776,-0.5986,-0.7598,-1.1782,1.7825,-2.3062,0.2141,0.0000,0.0000,0.9995,-0.0804,-1.2215,0.0144,-0.8030,-0.7461,1030.7100,-0.3348
2010-07-31,77.4893,19.6687,2.0323,23.5000,-14.1423,16.2331,0.0000,4.3900,2.9995,0.8820,27.6719,-4.7848,-0.3479,-0.7673,-1.2671,0.3727,-2.0303,0.2143,0.0000,0.0000,0.9627,-0.2246,-1.0485,0.2026,-0.4662,-0.6127,1101.6000,-0.2890
2010-08-31,73.4203,19.7703,2.8041,26.0500,-12.5945,10.8975,0.0000,4.3900,2.9641,0.8725,26.8654,-4.5036,-0.5270,-0.7514,-0.9386,0.6967,-1.8405,0.0000,0.0000,0.0000,0.9155,-0.2427,-1.0396,0.1307,-0.5705,-0.5778,1049.3300,-0.3227
2010-09-30,79.1359,20.3814,3.1191,23.7000,-10.3998,7.3643,0.0000,4.3900,3.0105,0.8806,29.7058,-3.7003,-0.2727,-0.6676,-0.8034,0.3951,-1.5840,-0.1419,0.0000,0.0000,0.9694,-0.2257,-0.8415,0.1848,-0.3730,-0.5963,1141.2000,-0.2634
2010-10-31,82.7988,21.2401,3.3121,21.2000,-8.8635,6.1926,0.0000,4.3900,3.1771,0.8673,31.7252,-3.1815,-0.1097,-0.5511,-0.7199,0.0746,-1.4045,-0.1888,0.0000,0.0000,1.1705,-0.2513,-0.6884,0.2505,-0.2025,-0.4140,1183.2600,-0.2363
2010-11-30,83.0711,21.7007,3.2969,23.5400,-7.7988,6.3291,0.0000,4.3900,3.1648,0.9013,32.3243,-3.5300,-0.0974,-0.4881,-0.7242,0.3742,-1.2794,-0.1829,0.0000,0.0000,1.1501,-0.1826,-0.6216,0.2143,-0.1933,-0.3731,1180.5500,-0.2381
2010-12-31,86.6779,22.3964,4.1175,17.7500,-5.0936,8.3481,0.0000,4.3900,2.8055,0.8455,34.6602,-3.1678,0.0635,-0.3936,-0.3769,-0.3697,-0.9748,-0.1010,0.0000,0.0000,0.7035,-0.2931,-0.4350,0.1797,-0.1077,-0.2750,1257.6400,-0.1883
2011-01-31,89.0189,22.9783,4.3324,19.5300,-3.2142,8.7517,0.0000,4.3900,2.6940,0.8783,36.2610,-3.5217,0.1678,-0.3146,-0.2853,-0.1401,-0.7634,-0.0845,0.0000,0.0000,0.5641,-0.2266,-0.3034,0.1211,-0.0775,-0.2649,1286.1200,-0.1699
2011-02-28,92.3585,23.4898,4.5465,18.3500,-1.5204,10.8084,0.0000,4.3900,2.5716,0.9078,38.1093,-3.6908,0.3168,-0.2450,-0.1943,-0.2918,-0.5733,-0.0009,0.0000,0.0000,0.4114,-0.1670,-0.1672,0.1045,0.0054,-0.1786,1327.2200,-0.1434
2011-03-31,91.3461,22.8993,5.0919,17.7400,-0.1902,13.6694,0.0000,4.3900,2.6204,0.9439,38.0184,-4.0781,0.2708,-0.3242,0.0372,-0.3699,-0.4240,0.1153,0.0000,0.0000,0.4710,-0.0944,-0.1591,0.0848,-0.0375,-0.0726,1325.8300,-0.1443
2011-04-30,94.5941,23.1439,5.8707,14.7500,1.0687,15.4695,0.0000,4.3900,2.5680,0.8492,39.6023,-4.0404,0.4159,-0.2905,0.3677,-0.7549,-0.2829,0.1883,0.0000,0.0000,0.4049,-0.2828,-0.0525,0.0459,-0.0342,-0.0925,1363.6100,-0.1199
2011-05-31,93.1246,23.0595,5.1218,15.4500,2.8378,18.8923,0.0000,4.3900,2.6129,0.8927,39.6740,-4.5098,0.3490,-0.3013,0.0486,-0.6624,-0.0848,0.3275,0.0000,0.0000,0.4597,-0.1951,-0.0124,0.0787,0.0414,-0.0791,1345.2000,-0.1318
2011-06-30,89.9194,22.1008,6.6594,16.5200,4.2835,22.9272,0.0000,4.3900,2.7491,0.9376,38.7679,-5.4329,0.2041,-0.4307,0.7029,-0.5223,0.0771,0.4914,0.0000,0.0000,0.6281,-0.1048,-0.0498,-0.0213,-0.1644,-0.0211,1320.6400,-0.1476
2011-07-31,88.4416,22.6110,7.9768,25.2500,5.1165,23.1488,0.0000,4.3900,2.7565,0.9450,38.7230,-6.8977,0.1371,-0.3605,1.2597,0.6104,0.1703,0.4994,0.0000,0.0000,0.6357,-0.0898,-0.0177,-0.2605,-0.4541,-0.3708,1292.2800,-0.1659
2011-08-31,82.4290,20.0499,9.9448,31.6200,7.0506,23.9745,0.0000,4.3900,3.0587,1.0849,36.5098,-8.1437,-0.1348,-0.7077,2.0789,1.4309,0.3871,0.5320,0.0000,0.0000,1.0098,0.1893,-0.1518,-0.4061,-0.8042,-0.5284,1218.8900,-0.2133
2011-09-30,75.5519,19.6981,9.8479,42.9600,7.1855,24.0237,0.0000,4.3900,3.2952,1.0138,34.1452,-9.7332,-0.4456,-0.7535,2.0187,2.8539,0.4014,0.5328,0.0000,0.0000,1.2991,0.0469,-0.2659,-0.5799,-1.1175,-1.0128,1131.4200,-0.2698
2011-10-31,84.4446,20.1558,9.4817,29.9600,8.0222,23.9738,0.0000,4.3900,3.2243,0.9751,37.5409,-7.8323,-0.0418,-0.6891,1.8492,1.1834,0.4947,0.5295,0.0000,0.0000,1.2051,-0.0304,-0.0787,-0.3411,-0.6857,-0.8265,1253.3000,-0.1911
2011-11-30,83.8762,20.3452,9.5013,27.8000,8.9346,19.9118,0.0000,4.3900,3.1252,0.9582,37.7187,-6.9628,-0.0675,-0.6615,1.8425,0.9040,0.5963,0.3614,0.0000,0.0000,1.0772,-0.0639,-0.0442,-0.2992,-0.6083,-0.7280,1246.9600,-0.1952
2011-12-31,82.9652,20.5236,9.4718,23.4000,9.6577,20.8845,0.0000,4.3900,3.2724,0.8771,37.7155,-6.4595,-0.1088,-0.6355,1.8158,0.3399,0.6763,0.4007,0.0000,0.0000,1.2549,-0.2252,-0.0227,-0.2181,-0.5211,-0.6237,1257.6000,-0.1883
2012-01-31,87.3914,21.2130,10.0530,19.4400,10.5665,19.4808,0.0000,4.3900,3.2620,0.8619,39.7236,-5.7800,0.0931,-0.5398,2.0384,-0.1676,0.7770,0.3420,0.0000,0.0000,1.2362,-0.2547,0.1101,-0.1759,-0.3852,-0.5303,1312.4100,-0.1529
2012-02-29,90.6442,21.7974,9.6789,18.4300,11.9253,14.9542,0.0000,4.3900,3.1745,0.8475,41.4556,-4.9502,0.2414,-0.4586,1.8683,-0.2968,0.9279,0.1544,0.0000,0.0000,1.1227,-0.2825,0.2369,-0.1265,-0.2169,-0.4811,1365.6801,-0.1186
2012-03-31,92.3580,22.0539,9.7303,15.5000,12.1047,9.7469,0.0000,4.3900,3.0605,0.7977,42.1722,-3.8184,0.3193,-0.4225,1.8741,-0.6721,0.9450,-0.0614,0.0000,0.0000,0.9774,-0.3808,0.2806,-0.0777,-0.1204,-0.3090,1408.4700,-0.0909
2012-04-30,91.5589,21.7792,9.2068,17.1500,12.5914,6.5246,0.0000,4.3900,3.1415,0.8712,41.9765,-3.4970,0.2821,-0.4593,1.6484,-0.4586,0.9966,-0.1949,0.0000,0.0000,1.0741,-0.2329,0.2731,-0.0220,-0.0468,-0.2113,1397.9100,-0.0978
2012-05-31,85.4447,20.9415,9.0439,24.0600,11.9126,1.9339,0.0000,4.3900,3.2655,0.9051,39.4329,-3.7825,0.0010,-0.5733,1.5720,0.4319,0.9166,-0.3851,0.0000,0.0000,1.2228,-0.1645,0.1148,-0.0801,-0.2332,-0.2275,1310.3300,-0.1543
2012-06-30,87.9046,20.5475,8.3613,17.0800,13.2843,-0.0595,0.0000,4.3900,3.3981,0.8815,40.5788,-2.3875,0.1141,-0.6261,1.2876,-0.4688,1.0681,-0.4672,0.0000,0.0000,1.3805,-0.2109,0.1854,0.1169,0.0476,-0.1127,1362.1600,-0.1208
2012-07-31,88.3915,20.9993,6.1904,18.9300,13.2018,-0.5873,0.0000,4.3900,3.3452,0.8719,40.8642,-2.2751,0.1363,-0.5624,0.4028,-0.2291,1.0548,-0.4882,0.0000,0.0000,1.3086,-0.2293,0.2096,0.1991,0.2221,-0.0343,1379.3199,-0.1098
2012-08-31,90.6887,21.4104,6.3159,17.4700,12.3263,-1.4395,0.0000,4.3900,3.2291,0.8148,41.4751,-1.9875,0.2420,-0.5045,0.4531,-0.4174,0.9523,-0.5226,0.0000,0.0000,1.1599,-0.3424,0.2299,0.1863,0.2311,0.1254,1406.5800,-0.0922
2012-09-30,92.3621,21.7837,6.8545,15.7300,13.3596,-1.6298,0.0000,4.3900,3.1184,0.8647,42.5018,-1.7974,0.3189,-0.4519,0.6713,-0.6416,1.0655,-0.5294,0.0000,0.0000,1.0191,-0.2417,0.3108,0.1824,0.2839,0.1592,1440.6700,-0.0702
2012-10-31,90.8168,21.5771,7.2639,18.6000,12.6868,0.0391,0.0000,4.3900,2.8490,0.9091,41.6936,-2.5364,0.2468,-0.4795,0.8361,-0.2683,0.9858,-0.4585,0.0000,0.0000,0.6837,-0.1524,0.2510,0.0603,0.1122,0.0981,1412.1600,-0.0886
2012-11-30,90.9442,20.8982,7.2101,15.8700,12.1348,1.3193,0.0000,4.3900,2.8548,0.9076,41.3257,-2.3210,0.2522,-0.5724,0.8118,-0.6220,0.9202,-0.4040,0.0000,0.0000,0.6891,-0.1548,0.2000,0.1069,0.1289,0.0864,1416.1801,-0.0860
2012-12-31,91.0648,21.2383,8.0271,18.0200,13.3270,-0.6423,0.0000,4.3900,2.9085,0.9462,41.8767,-2.4514,0.2573,-0.5240,1.1415,-0.3413,1.0515,-0.4853,0.0000,0.0000,0.7537,-0.0773,0.2616,0.0516,0.0876,0.0650,1426.1899,-0.0795
2013-01-31,96.7996,21.9005,7.4320,14.2800,10.9710,2.8635,0.0000,4.3900,2.8195,0.8578,43.2237,-2.3583,0.5233,-0.4309,0.8953,-0.8268,0.7823,-0.3372,0.0000,0.0000,0.6416,-0.2533,0.2916,0.0939,0.1895,0.0531,1498.1100,-0.0331
2013-02-28,97.3794,22.0527,6.8688,15.5100,10.6428,5.6355,0.0000,4.3900,2.8626,0.9171,43.3583,-2.8349,0.5492,-0.4089,0.6633,-0.6646,0.7431,-0.2200,0.0000,0.0000,0.6934,-0.1342,0.2944,0.1115,0.2312,0.0859,1514.6801,-0.0224
2013-03-31,99.2788,22.4192,7.2527,12.7000,11.0833,11.2614,0.0000,4.3900,2.8970,0.8700,44.2604,-3.2939,0.6363,-0.3571,0.8181,-1.0280,0.7908,0.0174,0.0000,0.0000,0.7342,-0.2276,0.3567,0.0999,0.2439,0.1723,1569.1899,0.0000
2013-04-30,101.4208,22.5957,7.0635,13.5200,9.9214,15.7711,0.0000,4.3900,2.8318,0.9140,44.6460,-4.0313,0.7345,-0.3318,0.7386,-0.9180,0.6573,0.2077,0.0000,0.0000,0.6515,-0.1391,0.3533,0.0692,0.2266,0.1500,1597.5699,0.0000
2013-05-31,103.4328,23.4118,7.0493,16.3000,9.1486,19.0834,0.0000,4.3900,2.7977,0.8798,45.3311,-4.9093,0.8263,-0.2172,0.7309,-0.5535,0.5681,0.3473,0.0000,0.0000,0.6076,-0.2069,0.3924,-0.0177,0.1622,0.0653,1630.7400,0.0000
2013-06-30,101.4080,22.9253,6.7869,16.8600,8.8964,21.4812,0.0000,4.3900,2.8900,0.9427,44.4099,-5.2722,0.7296,-0.2848,0.6217,-0.4792,0.5382,0.4481,0.0000,0.0000,0.7208,-0.0808,0.3276,0.0071,0.1456,0.0943,1606.2800,-0.0150
2013-07-31,107.5389,23.4925,6.7478,13.4500,8.1208,25.2771,0.0000,4.3900,2.7405,0.8845,46.3840,-5.3514,1.0133,-0.2049,0.6042,-0.9230,0.4489,0.6078,0.0000,0.0000,0.5330,-0.1966,0.4191,0.0068,0.2287,0.0999,1685.7300,0.0000
2013-08-31,103.7035,23.3566,6.6069,17.0100,7.5008,29.5666,0.0000,4.3900,2.6873,0.8972,44.8537,-6.4584,0.8313,-0.2236,0.5451,-0.4556,0.3774,0.7880,0.0000,0.0000,0.4655,-0.1706,0.3284,-0.0832,0.0622,0.0961,1632.9700,-0.0313
2013-09-30,105.5071,23.4423,6.1786,16.6000,6.6968,33.1458,0.0000,4.3900,2.6560,0.9132,45.2154,-6.8522,0.9130,-0.2111,0.3680,-0.5083,0.2850,0.9373,0.0000,0.0000,0.4255,-0.1380,0.3289,-0.0728,0.0938,0.0039,1681.5500,-0.0025
2013-10-31,110.6158,23.8347,6.6041,13.7500,6.7835,36.1392,0.0000,4.3900,2.6917,0.9350,47.0780,-6.9252,1.1480,-0.1555,0.5423,-0.8801,0.2944,1.0609,0.0000,0.0000,0.4694,-0.0941,0.4290,-0.0497,0.1881,0.1189,1756.5400,0.0000
2013-11-30,113.2482,24.6421,6.1089,13.7000,8.1245,37.6842,0.0000,4.3900,2.6665,0.8735,48.6716,-7.0805,1.2658,-0.0413,0.3373,-0.8840,0.4472,1.1223,0.0000,0.0000,0.4368,-0.2164,0.5572,-0.0507,0.2878,0.0939,1805.8101,0.0000
