,Buffett,CAPE,M2_YoY,VIX,CI_Loans_YoY,FedBalanceSheet_YoY,RRP_YoY,HY_Spread,IG_Spread,VolTerm,Pressure_raw,Trigger_raw,Buffett_z,CAPE_z,M2_YoY_z,VIX_z,CI_Loans_z,FedBalanceSheet_z,RRP_z,HY_Spread_z,IG_Spread_z,VolTerm_z,Pressure_z,Trigger_z,Composite,Composite_real_time,SP500,SPX_Drawdown
1999-03-31,123.9573,41.3561,7.9052,23.2600,10.0061,5.5482,0.0000,4.3900,2.3013,1.0010,58.4398,-4.1459,2.4439,2.6864,1.8901,0.7122,0.9644,0.0000,0.0000,0.0000,1.0302,0.0000,2.0316,-0.2246,1.1583,0.8426,1286.3700,0.0000
1999-04-30,130.7716,42.7045,8.2451,25.0700,9.1793,5.5482,0.0000,4.3900,2.2929,1.0010,60.8851,-4.4542,2.6839,2.7816,2.0027,0.9935,0.8127,0.0000,0.0000,0.0000,1.0051,0.0000,2.0927,-0.2844,1.1450,0.9696,1335.1801,0.0000
1999-05-31,126.9543,42.5567,7.5067,25.3900,6.9703,5.5482,0.0000,4.3900,2.1825,1.0010,58.8271,-4.4102,2.4311,2.6686,1.6461,1.0360,0.4196,0.0000,0.0000,0.0000,0.7781,0.0000,1.8397,-0.2720,1.0160,0.9214,1301.8400,-0.0250
1999-06-30,131.8868,42.1807,7.6930,21.0900,6.3274,5.5482,0.0000,4.3900,2.1155,1.0010,60.1316,-3.8321,2.5792,2.5371,1.7021,0.3473,0.3040,0.0000,0.0000,0.0000,0.6389,0.0000,1.8068,-0.2015,1.0822,0.9726,1372.7100,0.0000
1999-07-31,128.1307,43.8280,8.0081,24.6400,6.8531,5.5482,0.0000,4.3900,2.1562,1.0010,59.6039,-4.3784,2.3448,2.6720,1.8101,0.9100,0.3960,0.0000,0.0000,0.0000,0.7147,0.0000,1.8043,-0.2865,0.9651,0.9227,1328.7200,-0.0320
1999-08-31,126.0729,41.9307,7.2368,24.4500,7.3539,5.5482,0.0000,4.3900,2.2150,1.0010,58.4525,-4.2327,2.2003,2.3558,1.4540,0.8734,0.4832,0.0000,0.0000,0.0000,0.8258,0.0000,1.6798,-0.2145,0.9559,0.8418,1320.4100,-0.0381
1999-09-30,121.0925,41.3235,7.1156,25.4100,6.8700,5.5482,0.0000,4.3900,2.2871,1.0010,56.4287,-4.3422,1.9432,2.2229,1.3851,1.0194,0.3946,0.0000,0.0000,0.0000,0.9626,0.0000,1.5203,-0.2060,0.8385,0.8515,1282.7100,-0.0656
1999-10-31,129.2689,40.5529,6.4408,22.2000,4.6438,5.5482,0.0000,4.3900,2.2657,1.0010,58.1552,-3.7903,2.2458,2.0794,1.0827,0.5015,-0.0062,0.0000,0.0000,0.0000,0.9127,0.0000,1.4397,-0.0959,0.9498,0.8993,1362.9301,-0.0071
1999-11-30,132.8048,43.2083,5.9511,24.1800,6.2307,5.5482,0.0000,4.3900,2.1171,1.0010,60.7479,-4.0244,2.3375,2.3557,0.8642,0.8152,0.2795,0.0000,0.0000,0.0000,0.6108,0.0000,1.6576,-0.1526,1.0727,0.8021,1388.9100,0.0000
1999-12-31,138.5850,44.1979,6.1686,24.6400,6.7627,5.5482,0.0000,4.3900,1.9118,1.0010,63.1819,-4.1506,2.5086,2.4140,0.9518,0.8834,0.3744,0.0000,0.0000,0.0000,0.1987,0.0000,1.7657,-0.2338,1.0782,0.8362,1469.2500,0.0000
2000-01-31,134.0775,43.7726,5.7262,24.9500,7.4089,5.5482,0.0000,4.3900,1.6715,1.0010,61.7530,-4.1660,2.2678,2.3049,0.7549,0.9269,0.4897,0.0000,0.0000,0.0000,-0.2799,0.0000,1.6875,-0.2802,0.9913,0.7849,1394.4600,-0.0509
2000-02-29,136.4925,42.1856,5.5131,23.3700,8.4573,5.5482,0.0000,4.3900,1.7675,1.0010,62.3785,-3.8961,2.3091,2.0713,0.6585,0.6681,0.6774,0.0000,0.0000,0.0000,-0.0872,0.0000,1.6859,-0.2020,1.0616,0.9247,1366.4200,-0.0700
2000-03-31,142.4452,43.2207,6.3946,24.1100,8.3607,5.5482,0.0000,4.3900,2.1109,1.0010,64.6756,-4.0787,2.4784,2.1481,1.0353,0.7831,0.6562,0.0000,0.0000,0.0000,0.5951,0.0000,1.7609,-0.1748,1.0945,1.0647,1498.5800,0.0000
2000-04-30,135.6496,43.5286,7.4917,26.2000,9.9966,5.5482,0.0000,4.3900,2.4116,1.0010,63.0582,-4.4910,2.1651,2.1388,1.4959,1.1125,0.9493,0.0000,0.0000,0.0000,1.1877,0.0000,1.7511,-0.2030,0.9712,1.0083,1452.4301,-0.0308
2000-05-31,130.4007,41.9661,5.6688,23.6500,11.7269,5.5482,0.0000,4.3900,2.4600,1.0010,61.3645,-3.8594,1.9281,1.9238,0.7003,0.6959,1.2546,0.0000,0.0000,0.0000,1.2752,0.0000,1.7022,-0.0173,1.1675,0.8938,1420.6000,-0.0520
2000-06-30,132.7388,42.7820,5.8040,19.5400,11.6601,5.5482,0.0000,4.3900,2.3850,1.0010,62.3936,-3.3023,1.9810,1.9809,0.7548,0.0291,1.2310,0.0000,0.0000,0.0000,1.1170,0.0000,1.7310,0.0476,1.2723,1.1712,1454.6000,-0.0293
2000-07-31,130.0442,42.7581,5.3023,20.7400,11.1428,5.5482,0.0000,4.3900,2.2925,1.0010,61.3150,-3.4153,1.8489,1.9437,0.5336,0.2237,1.1272,0.0000,0.0000,0.0000,0.9253,0.0000,1.6399,0.0240,1.2028,1.1154,1430.8300,-0.0452
2000-08-31,139.6896,42.8696,6.1198,16.8400,9.5632,5.5482,0.0000,4.3900,2.4291,1.0010,64.0408,-2.9554,2.1649,1.9230,0.8852,-0.4117,0.8340,0.0000,0.0000,0.0000,1.1900,0.0000,1.6406,0.1024,1.2777,1.1822,1517.6801,0.0000
2000-09-30,131.6511,41.8980,6.4192,20.5700,10.3206,5.5482,0.0000,4.3900,2.5470,1.0010,61.2899,-3.5142,1.8383,1.7878,1.0088,0.1987,0.9656,0.0000,0.0000,0.0000,1.4156,0.0000,1.5305,0.0297,1.0747,1.0800,1436.5100,-0.0535
2000-10-31,128.9248,39.3697,5.5242,23.6300,9.9352,5.5482,0.0000,4.3900,2.5995,1.0010,59.4099,-3.8160,1.7140,1.4919,0.6145,0.6981,0.8896,0.0000,0.0000,0.0000,1.5100,0.0000,1.3652,0.0282,0.9631,0.9073,1429.4000,-0.0582
2000-11-30,115.9324,38.7821,6.0487,29.6500,7.5017,5.5482,0.0000,4.3900,2.5619,1.0010,54.0721,-4.7563,1.2300,1.4124,0.8393,1.6672,0.4429,0.0000,0.0000,0.0000,1.4247,0.0000,1.0285,-0.1545,0.5011,0.7713,1314.9500,-0.1336
2000-12-31,116.9185,37.2742,6.1935,26.8500,9.0165,5.5482,0.0000,4.3900,2.7825,1.0010,54.4031,-4.3455,1.2545,1.2366,0.8972,1.1986,0.7168,0.0000,0.0000,0.0000,1.8529,0.0000,1.0693,-0.0347,0.6248,0.5940,1320.2800,-0.1301
2001-01-31,120.4316,36.9789,6.4018,22.0200,7.6611,5.5482,0.0000,4.3900,2.7676,1.0010,55.0239,-3.6873,1.3681,1.1943,0.9819,0.4078,0.4660,0.0000,0.0000,0.0000,1.8106,0.0000,1.0094,0.0601,0.6997,0.6837,1366.0100,-0.0999
2001-02-28,109.6467,35.8347,7.4166,28.3500,7.8931,5.5482,0.0000,4.3900,2.7747,1.0010,51.1248,-4.7356,0.9717,1.0618,1.4126,1.4299,0.5065,0.0000,0.0000,0.0000,1.8124,0.0000,0.8467,-0.1472,0.2986,0.4625,1239.9399,-0.1830
2001-03-31,102.0392,32.3258,7.6513,28.6400,6.2723,5.5482,0.0000,4.3900,2.9586,1.0010,46.8791,-4.7843,0.6931,0.6765,1.4985,1.4614,0.2066,0.0000,0.0000,0.0000,2.1653,0.0000,0.5254,-0.1135,0.0714,0.2546,1160.3300,-0.2355
2001-04-30,109.4115,32.1739,7.7157,25.4800,4.7618,5.5482,0.0000,4.3900,2.9275,1.0010,48.7824,-4.3465,0.9539,0.6567,1.5095,0.9414,-0.0729,0.0000,0.0000,0.0000,2.0888,0.0000,0.5126,-0.0517,0.1555,0.1690,1249.4600,-0.1767
2001-05-31,110.8701,34.0746,7.9062,22.6400,2.3512,5.5482,0.0000,4.3900,2.6805,1.0010,49.0987,-4.0033,1.0000,0.8594,1.5733,0.4774,-0.5186,0.0000,0.0000,0.0000,1.5840,0.0000,0.4469,-0.0667,0.1405,0.1716,1255.8199,-0.1725
2001-06-30,108.1787,33.0685,8.6105,19.0600,0.6549,5.5482,0.0000,4.3900,2.6905,1.0010,47.3007,-3.5910,0.8971,0.7454,1.8492,-0.1061,-0.8299,0.0000,0.0000,0.0000,1.5934,0.0000,0.2709,-0.0214,0.0529,0.0763,1224.3800,-0.1933
2001-07-31,105.4914,32.1630,8.7241,21.6200,-0.4714,5.5482,0.0000,4.3900,2.7338,1.0010,45.7277,-3.9668,0.7953,0.6432,1.8693,0.3117,-1.0328,0.0000,0.0000,0.0000,1.6689,0.0000,0.1353,-0.0731,-0.1080,-0.1339,1211.2300,-0.2019
2001-08-31,99.0788,31.4043,8.7202,24.9200,-1.5633,5.5482,0.0000,4.3900,2.8774,1.0010,42.9733,-4.4171,0.5601,0.5576,1.8404,0.8485,-1.2261,0.0000,0.0000,0.0000,1.9432,0.0000,-0.0361,-0.1065,-0.2855,-0.2036,1133.5800,-0.2531
2001-09-30,90.5743,27.6674,10.8380,31.9300,-2.0940,5.5482,0.0000,4.3900,3.3007,1.0010,38.7159,-5.6606,0.2499,0.1460,2.6582,1.9681,-1.3130,0.0000,0.0000,0.0000,2.7715,0.0000,-0.3057,-0.2650,-0.7785,-0.4205,1040.9399,-0.3141
2001-10-31,92.0547,28.5774,9.7704,33.5600,-4.0168,5.5482,0.0000,4.3900,3.3426,1.0010,38.8718,-5.7350,0.3028,0.2456,2.1763,2.1907,-1.6496,0.0000,0.0000,0.0000,2.8369,0.0000,-0.3671,-0.2186,-0.7240,-0.7519,1059.7800,-0.3017
2001-11-30,99.5592,30.0051,10.3064,23.8400,-4.8320,5.5482,0.0000,4.3900,3.1667,1.0010,41.5774,-4.4481,0.5750,0.4021,2.3435,0.6263,-1.7758,0.0000,0.0000,0.0000,2.4690,0.0000,-0.2662,-0.0715,-0.4544,-0.5070,1139.4500,-0.2492
2001-12-31,100.6753,30.5000,9.8885,23.8000,-6.5898,5.5482,0.0000,4.3900,2.9610,1.0010,41.5285,-4.4121,0.6133,0.4553,2.1366,0.6171,-2.0622,0.0000,0.0000,0.0000,2.0444,0.0000,-0.3312,-0.1013,-0.4846,-0.6494,1148.0800,-0.2435
2002-01-31,99.3483,30.2772,9.6270,21.0900,-7.9242,5.5482,0.0000,4.3900,2.8338,1.0010,40.5671,-4.0058,0.5621,0.4289,2.0002,0.1794,-2.2587,0.0000,0.0000,0.0000,1.7787,0.0000,-0.4226,-0.0573,-0.4714,-0.5769,1130.2000,-0.2553
2002-02-28,97.1573,29.0857,9.0525,21.5900,-7.2352,5.5482,0.0000,4.3900,2.9789,1.0010,39.6693,-3.9744,0.4795,0.2949,1.7517,0.2594,-2.0985,0.0000,0.0000,0.0000,2.0558,0.0000,-0.4413,0.0064,-0.4248,-0.5360,1106.7300,-0.2708
2002-03-31,99.4455,30.2921,7.9031,17.4000,-7.3543,5.5482,0.0000,4.3900,2.8220,1.0010,40.7945,-3.2340,0.5617,0.4283,1.2927,-0.4190,-2.0835,0.0000,0.0000,0.0000,1.7310,0.0000,-0.3645,0.1225,-0.1831,-0.3853,1147.3900,-0.2440
2002-04-30,95.4874,29.0059,7.1277,21.9100,-8.2856,5.5482,0.0000,4.3900,2.8218,1.0010,38.7359,-3.7676,0.4137,0.2831,0.9850,0.3137,-2.2047,0.0000,0.0000,0.0000,1.7198,0.0000,-0.5026,0.0601,-0.3385,-0.3879,1076.9200,-0.2904
2002-05-31,93.8545,28.1281,7.7764,19.9800,-8.2187,5.5482,0.0000,4.3900,2.9232,1.0010,37.9213,-3.5701,0.3519,0.1837,1.2276,-0.0012,-2.1543,0.0000,0.0000,0.0000,1.9106,0.0000,-0.5395,0.0977,-0.3552,-0.3519,1067.1400,-0.2969
2002-06-30,85.6070,26.3877,7.5146,25.4000,-8.3582,5.5482,0.0000,4.3900,3.0235,1.0010,34.5455,-4.2926,0.0449,-0.0127,1.1181,0.8811,-2.1401,0.0000,0.0000,0.0000,2.0982,0.0000,-0.7026,0.0141,-0.5886,-0.4951,989.8200,-0.3478
2002-07-31,79.1093,23.4631,7.6685,32.0300,-8.2668,5.5482,0.0000,4.3900,3.2445,1.0010,31.4352,-5.2302,-0.1969,-0.3426,1.1693,1.9380,-2.0893,0.0000,0.0000,0.0000,2.5247,0.0000,-0.8763,-0.0832,-0.8724,-0.7192,911.6200,-0.3993
2002-08-31,79.5383,23.5887,7.4702,32.6400,-7.8591,5.5482,0.0000,4.3900,3.3245,1.0010,31.7559,-5.2775,-0.1803,-0.3272,1.0851,2.0055,-1.9902,0.0000,0.0000,0.0000,2.6683,0.0000,-0.8326,-0.0603,-0.8202,-0.8114,916.0700,-0.3964
2002-09-30,70.7582,22.3650,5.9647,39.6900,-8.3866,5.5482,0.0000,4.3900,3.5260,1.0010,28.2455,-6.0408,-0.5080,-0.4648,0.5001,3.0399,-2.0445,0.0000,0.0000,0.0000,3.0526,0.0000,-1.0058,-0.0696,-0.9523,-0.9551,815.2800,-0.4628
2002-10-31,76.2284,21.9562,7.0037,31.1400,-7.3405,5.5482,0.0000,4.3900,3.7965,1.0010,30.2814,-4.9292,-0.3012,-0.5095,0.8985,1.6805,-1.8479,0.0000,0.0000,0.0000,3.4647,0.0000,-0.8862,0.1265,-0.6919,-0.7647,885.7600,-0.4164
2002-11-30,80.2426,23.3484,6.4250,27.5000,-6.3675,5.5482,0.0000,4.3900,3.5735,1.0010,32.4078,-4.3584,-0.1493,-0.3491,0.6708,1.1059,-1.6703,0.0000,0.0000,0.0000,2.9426,0.0000,-0.7229,0.1666,-0.4824,-0.7117,936.3100,-0.3831
2002-12-31,75.5663,23.1014,5.8933,28.6200,-5.7252,5.5482,0.0000,4.3900,3.4162,1.0010,30.9809,-4.4649,-0.3252,-0.3761,0.4623,1.2703,-1.5504,0.0000,0.0000,0.0000,2.5833,0.0000,-0.7506,0.1215,-0.5324,-0.6884,879.8200,-0.4203
2003-01-31,73.4478,22.8983,6.4332,31.1700,-6.0349,5.5482,0.0000,4.3900,3.2990,1.0010,30.1037,-4.9230,-0.4041,-0.3981,0.6699,1.6481,-1.5835,0.0000,0.0000,0.0000,2.3200,0.0000,-0.7953,0.0003,-0.7044,-0.7697,855.7000,-0.4362
2003-02-28,71.9840,21.2141,6.2089,29.6300,-7.6339,5.5482,0.0000,4.3900,3.1542,1.0010,28.5214,-4.6917,-0.4582,-0.5899,0.5800,1.3977,-1.8165,0.0000,0.0000,0.0000,2.0229,0.0000,-0.9549,0.0065,-0.7890,-0.7867,841.1500,-0.4458
2003-03-31,72.1561,21.3097,6.3167,29.1500,-7.5073,5.5482,0.0000,4.3900,3.1419,1.0010,28.6528,-4.6403,-0.4501,-0.5766,0.6197,1.3131,-1.7743,0.0000,0.0000,0.0000,1.9716,0.0000,-0.9337,0.0055,-0.7755,-0.8247,848.1800,-0.4411
2003-04-30,77.8950,22.4279,7.8218,21.2100,-6.1186,5.5482,0.0000,4.3900,2.8943,1.0010,31.4015,-3.7564,-0.2300,-0.4457,1.2013,0.0915,-1.5392,0.0000,0.0000,0.0000,1.5104,0.0000,-0.7383,0.0311,-0.6153,-0.6821,916.9200,-0.3958
2003-05-31,82.5447,23.5911,7.7252,19.4700,-7.1221,5.5482,0.0000,4.3900,2.8090,1.0010,33.0046,-3.5062,-0.0517,-0.3098,1.1556,-0.1764,-1.6785,0.0000,0.0000,0.0000,1.3461,0.0000,-0.6800,0.0524,-0.5212,-0.7282,963.5900,-0.3651
2003-06-30,82.5202,24.8322,8.0088,19.5200,-6.6102,5.5482,0.0000,4.3900,2.8562,1.0010,33.5807,-3.5471,-0.0525,-0.1650,1.2571,-0.1682,-1.5820,0.0000,0.0000,0.0000,1.4182,0.0000,-0.5998,0.0470,-0.4792,-0.6834,974.5000,-0.3579
2003-07-31,84.5221,24.8673,7.7468,19.4900,-5.8323,5.5482,0.0000,4.3900,2.6409,1.0010,34.5190,-3.5362,0.0246,-0.1604,1.1471,-0.1723,-1.4477,0.0000,0.0000,0.0000,1.0274,0.0000,-0.5278,0.0075,-0.4470,-0.6898,990.3100,-0.3475
2003-08-31,86.6161,24.6423,7.9470,18.6300,-6.4197,5.5482,0.0000,4.3900,2.5667,1.0010,34.9462,-3.4525,0.1053,-0.1862,1.2165,-0.3052,-1.5244,0.0000,0.0000,0.0000,0.8902,0.0000,-0.5351,-0.0030,-0.4564,-0.5732,1008.0100,-0.3358
2003-09-30,83.1307,25.2437,6.8184,22.7200,-7.1020,5.5482,0.0000,4.3900,2.5157,1.0010,33.7575,-3.8828,-0.0297,-0.1153,0.7733,0.3317,-1.6134,0.0000,0.0000,0.0000,0.7954,0.0000,-0.5862,-0.0442,-0.5055,-0.6498,995.9700,-0.3438
2003-10-31,88.8003,25.6828,6.0765,16.1000,-8.0668,5.5482,0.0000,4.3900,2.4439,1.0010,35.4721,-2.8414,0.1901,-0.0635,0.4822,-0.7005,-1.7420,0.0000,0.0000,0.0000,0.6642,0.0000,-0.5385,0.1261,-0.2364,-0.4568,1050.7100,-0.3077
2003-11-30,89.3106,25.9468,5.5019,16.3200,-8.2397,5.5482,0.0000,4.3900,2.3563,1.0010,35.6725,-2.8033,0.2094,-0.0323,0.2568,-0.6634,-1.7483,0.0000,0.0000,0.0000,0.5054,0.0000,-0.5237,0.1303,-0.1960,-0.3862,1058.2000,-0.3028
2003-12-31,91.5164,26.6352,4.9588,18.3100,-7.6595,5.5482,0.0000,4.3900,2.3286,1.0010,36.8307,-3.0139,0.2948,0.0489,0.0438,-0.3502,-1.6427,0.0000,0.0000,0.0000,0.4542,0.0000,-0.4330,0.1086,-0.1379,-0.3686,1111.9200,-0.2674
2004-01-31,93.9393,27.6585,4.5102,16.6300,-7.5337,5.9581,0.0000,4.3900,2.2915,1.0010,38.0214,-2.7737,0.3885,0.1698,-0.1321,-0.6120,-1.6074,0.8153,0.0000,0.0000,0.3861,0.0000,-0.3497,0.0450,-0.1452,-0.2290,1131.1300,-0.2547
2004-02-29,94.5926,27.6509,4.8506,14.5500,-7.2135,3.9732,0.0000,4.3900,2.1811,1.0010,38.3433,-2.2574,0.4128,0.1684,0.0020,-0.9347,-1.5445,-3.1371,0.0000,0.0000,0.1863,0.0000,-0.3211,0.6080,0.5928,-0.2664,1144.9399,-0.2456
2004-03-31,92.6479,26.8865,4.8210,16.7400,-7.7258,3.8600,0.0000,4.3900,2.2878,1.0010,37.2696,-2.5346,0.3352,0.0771,-0.0096,-0.5875,-1.6056,-3.3451,0.0000,0.0000,0.3783,0.0000,-0.3978,0.6172,0.5391,0.4299,1126.2100,-0.2579
2004-04-30,90.7235,26.9006,5.1195,17.1900,-7.0550,3.5687,0.0000,4.3900,2.1114,1.0010,36.8563,-2.6251,0.2585,0.0786,0.1083,-0.5147,-1.4918,-3.9065,0.0000,0.0000,0.0582,0.0000,-0.3849,0.6244,0.5698,0.4253,1107.3000,-0.2704
2004-05-31,91.1802,25.9028,4.8027,15.5000,-6.0758,3.5189,0.0000,4.3900,2.0315,1.0010,37.0024,-2.3427,0.2758,-0.0409,-0.0175,-0.7786,-1.3355,-3.9845,0.0000,0.0000,-0.0869,0.0000,-0.3669,0.6705,0.6433,0.5282,1120.6801,-0.2616
2004-06-30,92.2202,26.4013,4.1215,14.3400,-5.8385,5.3304,0.0000,4.3900,2.0500,1.0010,37.5943,-2.3358,0.3161,0.0189,-0.2881,-0.9573,-1.2908,-0.3594,0.0000,0.0000,-0.0530,0.0000,-0.3186,0.2217,0.1149,0.6101,1140.8400,-0.2483
2004-07-31,88.4268,25.6959,4.0471,15.3200,-4.2139,4.5416,0.0000,4.3900,2.1243,1.0010,36.6363,-2.3419,0.1648,-0.0659,-0.3169,-0.7986,-1.0434,-1.9268,0.0000,0.0000,0.0826,0.0000,-0.3149,0.4464,0.3803,0.0189,1101.7200,-0.2741
2004-08-31,88.5120,25.1745,3.2392,15.2900,-2.5005,4.6987,0.0000,4.3900,2.1818,1.0010,37.0620,-2.2364,0.1677,-0.1286,-0.6380,-0.7998,-0.7854,-1.6040,0.0000,0.0000,0.1875,0.0000,-0.2488,0.4613,0.4416,0.2917,1104.2400,-0.2724
2004-09-30,88.4482,25.6684,4.8569,13.3400,-0.8177,4.4048,0.0000,4.3900,2.1429,1.0010,37.7663,-2.1525,0.1647,-0.0686,0.0108,-1.1027,-0.5332,-2.1801,0.0000,0.0000,0.1156,0.0000,-0.1457,0.4840,0.5066,0.4102,1114.5800,-0.2656
2004-10-31,90.3411,25.4117,5.2001,16.2700,1.2408,5.8966,0.0000,4.3900,2.1076,1.0010,38.9978,-2.8383,0.2399,-0.0995,0.1484,-0.6357,-0.2258,0.7993,0.0000,0.0000,0.0505,0.0000,-0.0284,-0.0374,-0.0764,0.3162,1130.2000,-0.2553
2004-11-30,94.1847,26.4653,5.1145,13.2400,1.7245,7.0006,0.0000,4.3900,2.0105,1.0010,40.7915,-2.5648,0.3932,0.0288,0.1136,-1.1104,-0.1531,2.9915,0.0000,0.0000,-0.1286,0.0000,0.0896,-0.3033,-0.3176,-0.1354,1173.8199,-0.2266
2004-12-31,94.9792,27.1448,6.0066,13.2900,3.8830,5.1057,0.0000,4.3900,1.9227,1.0010,42.0023,-2.4412,0.4239,0.1115,0.4727,-1.0961,0.1698,-0.7942,0.0000,0.0000,-0.2903,0.0000,0.2351,0.1610,0.3646,-0.4708,1211.9200,-0.2015
2005-01-31,93.3458,26.5873,5.0847,12.8200,5.3900,6.8826,0.0000,4.3900,1.7960,1.0010,41.7744,-2.5143,0.3569,0.0431,0.0990,-1.1635,0.3950,2.7454,0.0000,0.0000,-0.5239,0.0000,0.2650,-0.3150,-0.2003,0.1878,1181.2700,-0.2217
2005-02-28,94.4315,26.7449,4.7942,12.0800,6.9783,7.1816,0.0000,4.3900,1.6505,1.0010,42.7182,-2.4306,0.3996,0.0623,-0.0189,-1.2721,0.6318,3.3262,0.0000,0.0000,-0.7913,0.0000,0.3646,-0.4038,-0.2263,-0.3250,1203.6000,-0.2069
2005-03-31,91.0199,26.3391,4.7774,14.0200,9.6650,6.1554,0.0000,4.3900,1.5632,1.0010,42.3414,-2.5712,0.2606,0.0123,-0.0257,-0.9604,1.0313,1.2673,0.0000,0.0000,-0.9493,0.0000,0.4348,-0.1758,0.1097,-0.3906,1180.5900,-0.2221
2005-04-30,89.1919,25.4089,4.3330,15.3100,11.1538,4.7702,0.0000,4.3900,1.7081,1.0010,41.9182,-2.4734,0.1859,-0.1022,-0.2066,-0.7532,1.2475,-1.4956,0.0000,0.0000,-0.6768,0.0000,0.4437,0.2541,0.6406,-0.0017,1156.8500,-0.2378
2005-05-31,92.4390,25.6502,3.1185,13.2900,12.7987,5.0644,0.0000,4.3900,1.8619,1.0010,43.6293,-2.0314,0.3172,-0.0722,-0.7008,-1.0674,1.4829,-0.9025,0.0000,0.0000,-0.3888,0.0000,0.5760,0.3260,0.8191,0.6465,1191.5000,-0.2149
2005-06-30,91.6046,26.0684,4.0000,12.0400,11.9164,3.9129,0.0000,4.3900,1.8600,1.0010,43.1964,-1.8146,0.2824,-0.0203,-0.3387,-1.2571,1.3409,-3.1894,0.0000,0.0000,-0.3912,0.0000,0.5343,0.6277,1.1596,0.7439,1191.3300,-0.2150
2005-07-31,95.2403,26.2879,4.0946,11.5700,13.0543,5.2128,0.0000,4.3900,1.7750,1.0010,44.8608,-1.9588,0.4299,0.0070,-0.2991,-1.3222,1.4989,-0.5865,0.0000,0.0000,-0.5486,0.0000,0.6453,0.2370,0.7501,1.0053,1234.1801,-0.1868
2005-08-31,93.8275,26.1044,4.0060,12.6000,12.3992,4.8345,0.0000,4.3900,1.6996,1.0010,44.1103,-2.0500,0.3709,-0.0158,-0.3346,-1.1528,1.3908,-1.3365,0.0000,0.0000,-0.6876,0.0000,0.5820,0.3052,0.8077,0.5621,1220.3300,-0.1959
2005-09-30,94.6351,25.7301,3.9716,11.9200,13.5953,4.7615,0.0000,4.3900,1.8300,1.0010,44.6535,-1.9189,0.4029,-0.0624,-0.3478,-1.2520,1.5554,-1.4751,0.0000,0.0000,-0.4412,0.0000,0.6320,0.3762,0.9079,0.7258,1228.8101,-0.1903
2005-10-31,92.6346,24.8765,3.6260,15.3200,13.5014,3.5091,0.0000,4.3900,1.8338,1.0010,43.6708,-2.1758,0.3197,-0.1690,-0.4892,-0.7139,1.5287,-3.9601,0.0000,0.0000,-0.4328,0.0000,0.5598,0.6758,1.2477,0.7159,1207.0100,-0.2047
2005-11-30,95.0881,25.9318,3.8069,12.0600,13.9383,3.4689,0.0000,4.3900,1.8543,1.0010,44.9860,-1.7272,0.4197,-0.0363,-0.4131,-1.2203,1.5795,-4.0000,0.0000,0.0000,-0.3930,0.0000,0.6543,0.7486,1.3984,1.2488,1249.4800,-0.1767
2005-12-31,93.2789,26.4438,4.0062,12.0700,14.1144,4.5325,0.0000,4.3900,1.8538,1.0010,44.6124,-1.9091,0.3440,0.0281,-0.3295,-1.2114,1.5914,-1.8842,0.0000,0.0000,-0.3928,0.0000,0.6545,0.4332,0.9926,1.2659,1248.2900,-0.1775
2006-01-31,97.3192,26.4687,4.6356,12.9500,14.1348,2.6805,0.0000,4.3900,1.8210,1.0010,45.9742,-1.8649,0.5099,0.0311,-0.0675,-1.0673,1.5807,-4.0000,0.0000,0.0000,-0.4536,0.0000,0.7072,0.6687,1.3315,0.7803,1280.0800,-0.1566
2006-02-28,97.0427,26.2496,5.1175,12.3400,13.5957,4.4718,0.0000,4.3900,1.7011,1.0010,45.6293,-2.1196,0.4969,0.0034,0.1332,-1.1566,1.4901,-1.9688,0.0000,0.0000,-0.6789,0.0000,0.6635,0.3305,0.8774,1.1855,1280.6600,-0.1562
2006-03-31,96.5785,26.3278,4.9027,11.3900,13.0218,3.2350,0.0000,4.3900,1.6874,1.0010,45.3094,-1.7785,0.4762,0.0133,0.0433,-1.2974,1.3964,-4.0000,0.0000,0.0000,-0.7024,0.0000,0.6286,0.6502,1.2659,0.7862,1294.8700,-0.1468
2006-04-30,97.7796,26.1473,5.8198,11.5900,13.3740,4.2943,0.0000,4.3900,1.6900,1.0010,45.7670,-2.0890,0.5246,-0.0096,0.4264,-1.2581,1.4369,-2.2857,0.0000,0.0000,-0.6949,0.0000,0.6506,0.3461,0.8766,1.1512,1310.6100,-0.1364
2006-05-31,94.5217,25.6506,5.3130,16.4400,13.5368,4.1898,0.0000,4.3900,1.6355,1.0010,44.5697,-2.7023,0.3875,-0.0728,0.2130,-0.4971,1.4496,-2.4517,0.0000,0.0000,-0.7957,0.0000,0.5881,0.2772,0.7677,0.6087,1270.0900,-0.1631
2006-06-30,93.2216,24.7496,5.2813,13.0800,14.7107,4.2408,0.0000,4.3900,1.6732,1.0010,44.2273,-2.2197,0.3322,-0.1874,0.1992,-1.0192,1.6055,-2.3153,0.0000,0.0000,-0.7211,0.0000,0.5834,0.3449,0.8244,0.7426,1270.2000,-0.1631
2006-07-31,93.2130,24.6968,4.6767,14.9500,13.7664,3.3519,0.0000,4.3900,1.6745,1.0010,43.8921,-2.2733,0.3310,-0.1937,-0.0557,-0.7233,1.4585,-3.8900,0.0000,0.0000,-0.7161,0.0000,0.5319,0.5647,1.0893,0.6821,1276.6600,-0.1588
